번호,시도,시군구,골프장명,운영사,소재지주소,홀수,구분,전화,홈페이지,세그먼트,비고
346,경남,양산시,통도파인이스트컨트리클럽,㈜동일리조트김은수 김천욱,양산시 하북면 신평남부길 78-130,36,회원제,055-370-1300,,,
347,경남,의령군,의령 리온컨트리클럽,우신레저㈜남경현,의령군 칠곡면 지굴산로 101-33,27,대중제,055-570-7000,https://rieoncc.co.kr/,,
348,경남,의령군,의령친환경골프장,의령군수,의령군 의령읍 남강로 417,9,대중제,055-570-2900,https://golf.uiryeong.go.kr/,,
349,경남,진주시,진주컨트리클럽,진주개발㈜성세연,진주시 진성면 진성로 464번길 82,18,대중제,055-758-0400,https://www.chinjucc.co.kr/,,
350,경남,창녕군,부곡컨트리클럽,현일개발㈜배영환,창녕군 부곡면 온천로 445,18,회원제,055-521-0707,https://www.bkcc.co.kr/,,
351,경남,창녕군,힐마루컨트리클럽,㈜ 동 훈김점동,창녕군 장마면 영산계성로 469-195,18,회원제,055-520-8000,https://www.hillmaru.com/,,
352,경남,창녕군,힐마루컨트리클럽,㈜ 동 훈김점동,창녕군 장마면 영산계성로 469-195,18,대중제,055-520-8000,https://www.hillmaru.com/,,
353,경남,창원시,아라미르골프앤리조트,㈜진해오션리조트최정호,창원시 진해구 수제로 36,36,비회원제,055-548-9999,https://www.ara-mir.com/,,
354,경남,창원시,용원컨트리클럽,용원개발㈜최정호,창원시 진해구 가주로 133,27,회원제,055-552-0080,http://ywcc.co.kr/,,
355,경남,창원시,창원컨트리클럽,㈜창원컨트리클럽 신진기,창원시 의창구 대봉로 137,18,회원제,055-288-4112,https://changwoncountryclub.co.kr/,,
356,경남,통영시,통영동원로얄컨트리클럽,동원관광개발㈜류경규,통영시 산양읍 담안길 240,18,대중제,055-640-5000,https://www.dongwonresort.co.kr/,,
357,경남,함안군,골프존카운티 경남,㈜지씨경남서상현,함안군 칠원면 운무로 470,18,대중제,055-589-8888,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=49,,
358,경남,함양군,경남스카이뷰CC,(주)경남관광호텔김도연 김종현,함양군 서상면 소로길 226,18,대중제,055-960-7000,https://www.skyviewcc.co.kr/,,
359,경남,합천군,아델스코트 컨트리클럽,㈜에이스컨트리클럽이종훈,합천군 가야면 가조가야로 1916-35,27,대중제,055-930-7777,http://www.adelscott.co.kr/,,
360,충북,단양군,대호단양cc,황호현,단양군 매포읍 고양5길 43,18,대중제,043-420-7100,http://www.daehocc.co.kr/,,
361,충북,보은군,클럽디보은,최정훈,보은군 보은읍 장속중초로 386,18,대중제,043-540-8888,https://www.clubd.com/boeun/,,
362,충북,보은군,클럽디속리산,최정훈,보은군 탄부면 평각상장로 230,18,대중제,043-540-8000,https://www.clubd.com/songnisan/,,
363,충북,영동군,일라이트 컨트리클럽,전문수,영동군 영동읍 매천리 산 35-1,18,대중제,043-740-0000,https://illitegolfnresort.co.kr/,,
364,충북,음성군,감곡CC,심천보,음성군 감곡면 문촌리 산81-6,18,대중제,043-882-1600,https://www.gamgokcc.com/,,
365,충북,음성군,레인보우힐스,정인환,음성군 생극면 차생로 168,27,대중제,043-879-7950,http://www.rainbowhills.co.kr/,,
366,충북,음성군,모나크cc,서남종,음성군 금왕읍 대금로 1851번길 3-14,18,대중제,043-927-1400,https://monarchcc.co.kr/,,
367,충북,음성군,썬밸리cc,이성주,음성군 삼성면 법말길 49,18,대중제,043-881-5307,https://www.sunvalley.co.kr/,,
368,충북,음성군,음성 힐데스하임cc,김정선,음성군 소이면 후미리 산40-4,27,대중제,043-750-4000,https://www.hildesheimcc.cc/,,
369,충북,음성군,젠스필드cc,이상균,음성군 삼성면 덕호로 382,18,대중제,043-880-1000,http://www.zensfield.com/,,
370,충북,음성군,진양밸리cc,이종현,음성군 삼성면 금일로 1195,27,대중제,043-880-8000,https://www.chinyangvalley.co.kr/,,
371,충북,음성군,코스카cc,허흥영,음성군 음성읍 동음로 318,27,대중제,043-870-1000,https://www.koscacc.kr/,,
372,충북,제천시,에콜리안제천,조현재,제천시 고암동 송학 주천로 102,9,대중제,043-642-9474,https://www.ecolian.or.kr/,,
373,충북,제천시,킹즈락cc,정성훈,제천시 천남동 내토로7길 136,27,대중제,043-640-9000,https://www.kingsrockcc.com/,,
374,충북,증평군,블랙스톤cc,원성역,증평군 도안면 벼루재길 334,18,대중제,043-926-1000,https://belleforetresort.com/content/golf_blackstone,,
375,충북,진천군,골프존카운티 진천cc,서상현,진천군 진천읍 송강로 783-51,27,대중제,043-531-3000,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=4,,
376,충북,진천군,골프존카운티 화랑cc,서상현,진천군 문백면 농다리로 809,18,대중제,043-539-5001,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=52,,
377,충북,진천군,아난티 중앙골프클럽,이대현,진천군 백곡면 배티로 818-105,27,회원제,043-533-6666,https://ananti.kr/ko/joongang/JOAN0104,,
378,충북,진천군,천 룡cc,윤진동,진천군 이월면 진안로 347-123,27,회원제,043-536-1001,https://www.crcc.co.kr/,,
379,충북,진천군,천 룡cc,윤진동,진천군 이월면 진안로 425,9,대중제,043-536-2211,https://www.crcc.co.kr/,,
380,충북,진천군,히든밸리cc,정현숙,진천군 백곡면 소토골길 61,27,대중제,043-539-7900,https://www.hiddenvalley.co.kr/,,
381,충북,청주시,골드나인cc,정우석,청주시 청원구 낭성면 산성로 1520-17,9,대중제,043-229-1000,http://gold-9.co.kr/,,
382,충북,청주시,그랜드cc,임재풍,청주시 청원군 오창읍 꽃화산길 14,27,회원제,043-212-7111,https://www.grandgolf.co.kr/,,
383,충북,청주시,떼제베운영,김명신,청주시 흥덕구 옥산면 동림2길 149,36,대중제,043-230-4000,https://www.adtgv.co.kr/,,
384,충북,청주시,세레니티cc,김주영,청주시 서원구 남이면 문곡구절골길 235,18,회원제,043-277-5000,https://www.serenitycc.co.kr/,,
385,충북,청주시,세레니티cc,김주영,청주시 서원구 남이면 산막리 산 128,9,비회원제,043-277-5000,https://www.serenitycc.co.kr/,,
386,충북,청주시,오창 에딘버러,오형근 윤종묵,청주시 청원구 오창읍 두릉유리로 846,9,대중제,043-210-1900,https://www.ochangedincc.com/,,
387,충북,청주시,이븐데일cc,홍승우,청주시 상당구 미원면 대신2길 31,18,대중제,043-288-1000,https://www.evendale.co.kr/,,
388,충북,충주시,대영베이스cc,권혁희,충주시 대소원면 성종두담길 113,18,대중제,043-850-8600,https://basecc.co.kr/,,
389,충북,충주시,대영힐스cc,권혁희,충주시 대소원면 성종두담길 114,27,대중제,043-850-8600,https://basecc.co.kr/,,
390,충북,충주시,동 촌cc,한명희,충주시 노은면 감노로 1327,18,대중제,043-722-0707,https://www.dongchongc.co.kr/,,
391,충북,충주시,로얄포레cc,구정현,충주시 신니면 화치3길 35,18,대중제,043-853-5555,https://www.royalforet.com/,,
392,충북,충주시,세 일cc,권민수,충주시 신니면 동락길 207,18,대중제,043-841-6000,https://www.seilcc.co.kr/,,
393,충북,충주시,센테리움cc,조형득,충주시 노은면 솔고개로 750,27,대중제,043-849-7000,http://www.centeriumcc.com/,,
394,충북,충주시,스 타cc,변재길,충주시 앙성면 상대촌1길 198,18,회원제,043-724-9000,https://www.starcc.net/,,
395,충북,충주시,시그너스cc,김영란 강석무,충주시 앙성면 중방곡길 57-44,9,대중제,043-857-5001,https://cygnuscc.com/,,
396,충북,충주시,시그너스cc,강석무,충주시 앙성면 중방곡길 57-44,18,대중제,043-857-5001,https://cygnuscc.com/,,
397,충북,충주시,올데이 골프앤리조트,서향기,충주시 앙성면 비내길 189,27,대중제,043-851-5500,https://www.alldaygolf.co.kr/,,
398,충북,충주시,일레븐cc,김정태,충주시 앙성면 본평리 산 43-1,18,대중제,0507-1348-3502,http://www.elevencc.co.kr/,,
399,충북,충주시,임페리얼레이크,서향기,충주시 금가면 다래울길 52,18,대중제,043-853-5555,https://www.alldaygolf.co.kr/,,
400,충북,충주시,중 원cc,김영민,충주시 산척면 인등로 392,27,대중제,043-849-8000,https://www.joongwongolf.co.kr/,,
401,충북,충주시,킹스데일cc,정지완 김종해,충주시 주덕면 기업도시3로 2,18,대중제,043-870-4100,https://www.kingsdale.co.kr/,,
402,제주,서귀포시,SK핀크스,SK핀크스㈜,제주특별자치도 서귀포시 안덕면 산록남로 863,18,회원제,064-792-8000,https://www.thepinx.co.kr/,,
403,제주,서귀포시,SK핀크스,SK핀크스㈜,제주특별자치도 서귀포시 안덕면 산록남로 863,9,대중제,064-792-8000,https://www.thepinx.co.kr/,,
404,제주,서귀포시,나인브릿지,CJ대한통운주식회사,제주특별자치도 서귀포시 안덕면 광평로 34-156,18,회원제,064-793-9999,https://www.ninebridges.co.kr/,,
405,제주,서귀포시,나인브릿지,CJ대한통운주식회사 (박근희) / 임대 _ 나인브릿지 퍼블릭,제주특별자치도 서귀포시 안덕면 광평로 34-156,6,대중제,064-793-9999,https://www.ninebridges.co.kr/,,
406,제주,서귀포시,더클래식CC,㈜더클래식CC,제주특별자치도 서귀포시 남원읍 남조로 1105,18,대중제,064-766-7100,http://www.theclassicresort.com/,,
407,제주,서귀포시,롯데스카이힐제주,㈜호텔롯데,제주특별자치도 서귀포시 상예로 530,18,회원제,064-731-2000,https://www.lotteskyhill.com/,,
408,제주,서귀포시,롯데스카이힐제주,㈜호텔롯데,제주특별자치도 서귀포시 상예로 530,18,대중제,064-731-2000,https://www.lotteskyhill.com/,,
409,제주,서귀포시,볼카노골프앤리조트,㈜볼카노골프앤리조트,제주특별자치도 서귀포시 산록남로 1391,27,회원제,1533-3888,https://www.volcanocc.co.kr/,,
410,제주,서귀포시,부영CC,주식회사 부영CC,제주특별자치도 서귀포시 남원읍 남조로 960,27,대중제,064-766-5500,http://www.booyoungcc.co.kr/,,
411,제주,서귀포시,사이프러스골프,남영산업㈜,제주특별자치도 서귀포시 번영로 2300,18,회원제,064-787-8888,https://www.cypress.co.kr/,,
412,제주,서귀포시,사이프러스골프,남영산업㈜,제주특별자치도 서귀포시 번영로 2300,18,대중제,064-787-8888,https://www.cypress.co.kr/,,
413,제주,서귀포시,샤인빌파크CC,㈜록,제주특별자치도 서귀포시 표선면 가시로 384,18,대중제,064-787-8700,https://www.shinevilleparkcc.com/,,
414,제주,서귀포시,서귀포팬텀 골프앤리조트,서귀포팬텀골프앤리조트,제주특별자치도 서귀포시 산록남로 2914,18,대중제,064-766-7777,https://wooridulresort.com/,,
415,제주,서귀포시,스프링데일,㈜동국개발,제주특별자치도 서귀포시 남원읍 서성로 459,18,대중제,064-800-8000,https://www.springdale.co.kr/,,
416,제주,서귀포시,중문GC,한국관광공사,제주특별자치도 서귀포시 중문관광로 72번길 60,18,대중제,064-738-1202,https://jungmungolf.visitkorea.or.kr/,,
417,제주,서귀포시,캐슬렉스제주,㈜캐슬렉스제주,제주특별자치도 서귀포시 안덕면 평화로 1241,18,회원제,064-793-6688,https://castlexjj.com/,,
418,제주,서귀포시,캐슬렉스제주,㈜캐슬렉스제주,제주특별자치도 서귀포시 안덕면 평화로 1241,9,대중제,064-793-6688,https://castlexjj.com/,,
419,제주,서귀포시,테디밸리,㈜제이에스엔에프개발,제주특별자치도 서귀포시 한창로 365,18,회원제,064-793-1000,http://www.teddyvalley.com/,,
420,제주,서귀포시,해비치CC,해비치호텔앤드리조트㈜,제주특별자치도 서귀포시 남원읍 원님로 399번길 319,18,회원제,064-780-8000,https://www.haevichi.com/ccjeju/ko/,,
421,제주,서귀포시,해비치CC,해비치호텔앤드리조트㈜,제주특별자치도 서귀포시 남원읍 원님로 399번길 319,18,대중제,064-780-8000,https://www.haevichi.com/ccjeju/ko/,,
422,제주,제주시,㈜그랜드부민 꿈드림목장,㈜그랜드부민 꿈드림목장,제주특별자치도 제주시 516로 2596-117,9,대중제,,,,
423,제주,제주시,골프존카운티오라,글래드호텔앤리조트㈜ (박명신)㈜골프존카운티,제주특별자치도 제주시 오라남로 130-16,18,회원제,064-747-5100,https://ora.golfzoncounty.com/,,
424,제주,제주시,골프존카운티오라,글래드호텔앤리조트㈜ (박명신)㈜골프존카운티,제주특별자치도 제주시 오라남로 130-16,18,대중제,064-747-5100,https://ora.golfzoncounty.com/,,
425,제주,제주시,그린필드GC,㈜형삼문,제주특별자치도 제주시 조천읍 번영로 1040-70,18,회원제,064-720-7000,https://kimcaddie.com/,,
426,제주,제주시,더시에나CC,㈜시에나컨트리클럽,제주특별자치도 제주시 516로 2695,18,대중제,064-702-2999,https://thesiena.co.kr/,,
427,제주,제주시,라온골프클럽,라온레저개발㈜,제주특별자치도 제주시 한경면 용금로 998,27,대중제,064-795-8000,https://www.raon.co.kr/,,
428,제주,제주시,라헨느CC,라헨느리조트㈜,제주특별자치도 제주시 봉개동 241-13,18,회원제,064-754-9000,http://www.lareine.co.kr/,,
429,제주,제주시,블랙스톤제주,㈜블랙스톤리조트,제주특별자치도 제주시 한창로 925-122,18,회원제,064-795-2121,https://www.blackstoneresort.com/jj/,,
430,제주,제주시,블랙스톤제주,㈜블랙스톤리조트,제주특별자치도 제주시 한창로 925-122,9,회원제,064-795-2121,https://www.blackstoneresort.com/jj/,,
431,제주,제주시,아난티클럽제주,㈜아난티한라,제주특별자치도 제주시 선유로 445-55,9,회원제,064-786-3800,https://ananti.kr/ko/jeju/golfclub/information,,
432,제주,제주시,아난티클럽제주,㈜아난티한라,제주특별자치도 제주시 선유로 445-55,27,대중제,064-786-3800,https://ananti.kr/ko/jeju/golfclub/information,,
433,제주,제주시,아덴힐,아덴힐리조트앤골프㈜,제주특별자치도 제주시 화전길 82,18,대중제,064-730-7000,https://ardenhill.co.kr/,,
434,제주,제주시,에버리스CC,신안관광개발㈜,제주특별자치도 제주시 평화로 1693-75,18,회원제,064-795-5000,http://www.everis.co.kr/,,
435,제주,제주시,에버리스CC,신안관광개발㈜,제주특별자치도 제주시 평화로 1693-75,9,대중제,064-795-5000,http://www.everis.co.kr/,,
436,제주,제주시,에코랜드,㈜더원,제주특별자치도 제주시 조천읍 번영로 1278-169,27,대중제,064-802-8000,https://www.ecolandjeju.co.kr/,,
437,제주,제주시,엘리시안제주,GS건설㈜,제주특별자치도 제주시 평화로 1738-116,18,회원제,064-798-7001,https://www.elysian.co.kr/,,
438,제주,제주시,엘리시안제주,GS건설㈜,제주특별자치도 제주시 평화로 1738-116,18,대중제,064-798-7001,https://www.elysian.co.kr/,,
439,제주,제주시,크라운CC,(재)관정이종환재단,제주특별자치도 제주시 조천읍 북선로 125,27,대중제,064-784-4811,https://www.jejucrowncc.com/,,
440,제주,제주시,타미우스cc,㈜타미우스,제주특별자치도 제주시 애월읍 화전길 201,27,회원제,064-793-0707,https://tameuscc.co.kr/,,
441,제주,제주시,플라자CC,한화호텔앤드리조트㈜,제주특별자치도 제주시 명림로 575-107,9,대중제,064-727-9000,https://www.plazacc.co.kr/,,
442,제주,제주시,한라산CC,㈜부건,제주특별자치도 제주시 선돌목동길 56-46,18,대중제,064-748-7151,,,
443,전북,고창군,고창CC,동호레저㈜,전북특별자치도 고창군 심원면 애향갯벌로 70,21,대중제,063-560-7744,http://www.gochangcc.co.kr/,,
444,전북,고창군,골프존카운티선운,㈜골프존카운티,전북특별자치도 고창군 아산면 운곡로 418,18,대중제,063-560-2000,https://sunwoon.golfzoncounty.com/,,
445,전북,고창군,석정힐CC,석정레저㈜,전북특별자치도 고창군 고창읍 석정2로 192,18,대중제,063-560-7000,https://hillcc.com/,,
446,전북,군산시,군산CC,군산레저산업㈜,전북특별자치도 군산시 옥서면 남산군로 1685,81,대중제,063-472-3355,https://www.gunsancc.net/,,
447,전북,김제시,김제스파힐스CC,㈜티엠지개발,전북특별자치도 김제시 온천길 37,18,대중제,063-547-8300,https://www.spahillscc.co.kr/,,
448,전북,김제시,더나인골프클럽,부흥산업개발㈜,전북특별자치도 김제시 금구면 대화1길 8-75,9,대중제,063-548-3650,https://www.theninegc.co.kr/,,
449,전북,김제시,아네스빌CC,유한책인회사 벽원레저개발,전북특별자치도 김제시 황산면 높은메길 160-39,9,대중제,063-547-1553,https://www.anesville.co.kr/,,
450,전북,김제시,에스페란사GC,에스페란사GC,전북특별자치도 김제시 금구면 낙산로 120,9,대중제,,,,
451,전북,남원시,골프존 카운티 드래곤,신한레저㈜,전북특별자치도 남원시 대산면 대사로 498,18,대중제,063-630-3000,https://dragon.golfzoncounty.com/,,
452,전북,남원시,골프존 카운티 드래곤,골프존카운티㈜,전북특별자치도 남원시 대산면 대사로 498,9,대중제,063-630-3000,https://dragon.golfzoncounty.com/,,
453,전북,남원시,남원상록골프장,공무원연금공단,전북특별자치도 남원시 대산면 월계길 11,18,대중제,063-630-1400,https://www.sangnokresort.co.kr/,,
454,전북,무주군,골프존카운티무주,㈜케이제이클럽(유현식)㈜골프존카운티,전북특별자치도 무주군 안성면 장무로 1537-21,18,대중제,063-320-3200,https://muju.golfzoncounty.com/,,
455,전북,무주군,무주덕유산CC,㈜무주덕유산리조트,전북특별자치도 무주군 설천면 만선로 185,18,회원제,063-322-9000,https://www.mdysresort.com/,,
456,전북,순창군,금과골프장,금과관광레저타운,전북특별자치도 순창군 금과면 담순로 716,6,대중제,063-653-9100,,,
457,전북,순창군,디케이레저,㈜순창씨씨(CC),전북특별자치도 순창군 순창읍 금산로 152,9,대중제,063-652-8000,,,
458,전북,완주군,OKCC,㈜오케이,전북특별자치도 완주군 소양면 화심리 300,9,대중제,063-711-5555,https://okcc.co.kr/,,
459,전북,완주군,케이밸리컨트리클럽,스마트시티(유)(김한주)(유)미래로골프,전북특별자치도 완주군 운주면 산북리 65-4,9,대중제,063-263-3555,https://www.kvalleycc.co.kr/,,
460,전북,익산시,상떼힐CC,익산관광개발㈜,전북특별자치도 익산시 무왕로38길 111,6,대중제,063-835-2521,http://www.santehill.co.kr/,,
461,전북,익산시,웅포컨트리클럽,㈜베어포트리조트,전북특별자치도 익산시 웅포면 강변로 130,18,대중제,063-720-7000,https://www.bearportcc.co.kr/,,
462,전북,익산시,익산컨트리클럽,익산관광개발㈜,전북특별자치도 익산시 무왕로38길 111,18,대중제,063-835-2521,https://santehill.co.kr/,,
463,전북,익산시,포세븐금강컨트리클럽,포세븐금강 컨트리클럽㈜,전북특별자치도 익산시 웅포면 강변로 130,18,대중제,063-720-7777,https://www.fourseven.co.kr/,,
464,전북,임실군,전주샹그릴라CC,광산관광개발㈜,전북특별자치도 임실군 신덕면 수지로 559-90,27,회원제,063-643-1000,https://www.jeonjucc.co.kr/,,
465,전북,장수군,장수골프리조트,장수레저㈜,전북특별자치도 장수군 계남면 장안산로 303,18,대중제,063-350-1000,https://www.jangsugolf.com/,,
466,전북,전주시,전주월드컵골프장,전주시장,전북특별자치도 전주시 덕진구 온고을로 672,9,대중제,063-239-2670,https://golf.jjss.or.kr/,,
467,전북,정읍시,내장산골프&리조트,㈜대일내장산 컨트리클럽,전북특별자치도 정읍시 첨단과학로 476,18,대중제,063-570-7700,https://www.naejangsancc.com/,,
468,전북,정읍시,태인CC,우진관광개발㈜,전북특별자치도 정읍시 태인면 상증길 28,18,대중제,063-532-7200,https://www.taeincc.co.kr/,,
469,전북,정읍시,태인CC,우진관광개발㈜,전북특별자치도 정읍시 태인면 상증길 28,9,대중제,063-532-7200,https://www.taeincc.co.kr/,,
470,전북,진안군,써미트CC,㈜써미트,전북특별자치도 진안군 부귀면 부귀로 72-161,27,대중제,063-432-5000,http://www.summitcc.co.kr/,,
471,충남,공주시,계룡산골프장,계룡산골프장,공주시 계룡면 아랫난댕이길 17(내흥리),9,대중제,041-858-9667,https://www.gyeryongsangolf.com/,,
472,충남,공주시,골드리버CC,㈜웅진,공주시 의당면 신정말길 67-133(청룡리),9,대중제,041-856-7100,http://www.goldrivercc.com/,,
473,충남,공주시,프린세스 골프클럽,공주개발,공주시 정안면 방자들길 81-50(인풍리),18,대중제,041-851-6300,http://www.princessgc.co.kr/,,
474,충남,금산군,에딘버러 컨트리클럽,(주)부토,금산군 진산면 살구정길 167,18,회원제,041-750-0114,http://www.edinburgh.co.kr/,,
475,충남,논산시,더힐 컨트리클럽,㈜일상,논산시 상월면 선비로 1079,9,대중제,041-736-2580,https://thehill.co.kr/,,
476,충남,당진시,파나시아 골프클럽,만진집단㈜,당진시 신평면 계명길 33,9,대중제,041-350-0900,https://www.panaceagc.com/,,
477,충남,당진시,파인스톤 컨트리클럽,㈜동양관광레저,당진시 송산면 무수들길 90,18,대중제,041-350-0000,https://www.pinestonecc.com/,,
478,충남,당진시,플라밍고C.C,최영수,당진시 석문면 산단8로 299,30,대중제,041-353-3000,https://www.flamingocc.co.kr/,,
479,충남,동남구,마론컨트리클럽,㈜마론,동남구 북면 납안5길 74,18,대중제,041-623-5555,http://maronnewday.com/,,
480,충남,목천읍,우정힐스 컨트리클럽,그린나래㈜,목천읍 충절로 1048-68,18,회원제,041-559-6630,http://whcc.kolon.co.kr/,,
481,충남,병천면,골프존카운티 천안,㈜지씨천안,병천면 매성2길 103,18,대중제,041-558-9900,https://www.golfzoncounty.com/,,
482,충남,보령시,보령베이스CC,㈜대천리조트,보령시 옥마벚길 10,9,대중제,041-939-3800,https://www.boryeongbase.co.kr/,,
483,충남,보령시,에스앤 골프리조트,㈜에스앤골프리조트,보령시 남포면 양항리 650-2,9,대중제,041-934-0100,https://www.sngolfresort.co.kr/,,
484,충남,부여군,㈜호텔롯데 스카이힐 부여CC,㈜호텔롯데,부여군 규암면 백제문로 470,18,대중제,1533-1227,https://www.lotteskyhill.com/club/course/club-course-buyeo,,
485,충남,부여군,백제컨트리클럽,백제컨트리클럽㈜,부여군 은산면 충절로 3734-82,27,대중제,041-830-0700,http://www.baekjecc.com/,,
486,충남,서산시,서산수 골프앤리조트,서산수골프앤리조트,서산시 대산읍 삼길포7로 8,18,대중제,041-689-7700,https://www.seosansoo.com/,,
487,충남,선장면,도고컨트리 구락부,㈜도고칸추리크럽,선장면 삼봉산길 188,18,회원제,041-542-4411,https://www.dogocc.co.kr/,,
488,충남,수신면,천안상록 골프장,공무원연금관리공단,수신면 수신로 576,27,대중제,041-560-9114,https://www.sangnokresort.co.kr/,,
489,충남,연무읍,아리스타 CC,대양레져산업개발㈜,연무읍 황화정리 산100,18,대중제,041-741-0100,https://www.aristacc.co.kr/,,
490,충남,영인면,에스지아름다운골프&리조트,㈜단톡,영인면 영인산로 440,27,대중제,041-536-8000,https://www.arumdaunresort.com/,,
491,충남,예산군,내포골프클럽,(주)내포개발,예산군 삽교읍 산수길 242(목리 1420),9,대중제,,,,
492,충남,태안군,골든베이골프&리조트,㈜셀럽골프앤리조트,태안군 근흥면 정선포로 217,27,대중제,041-671-8000,https://www.goldenbay.kr/,,
493,충남,태안군,로얄링스1,로얄링스㈜,태안군 태안읍 반곡길 284,18,대중제,041-670-0300,https://royallinks.co.kr/,,
494,충남,태안군,로얄링스2,로얄링스㈜,태안군 태안읍 반곡길 284,18,대중제,041-670-0300,https://royallinks.co.kr/,,
495,충남,태안군,솔라고CC1,㈜현대도시개발 일진레저㈜,태안군 태안읍 소곳이길 92-234,18,대중제,041-670-8888,http://sollago.co.kr/,,
496,충남,태안군,솔라고CC2,㈜현대도시개발 일진레저㈜,태안군 태안읍 소곳이길 92-234,18,대중제,041-670-8888,http://sollago.co.kr/,,
497,충남,태안군,스톤비치컨트리클럽,㈜스톤비치,태안군 근흥면 갈음이길 88,18,대중제,041-670-7000,http://stonebeach-cc.com/,,
498,인천,인천시,강화 선두리 골프장,㈜강호개발,인천시 강화군 해안남로 474번길 59,9,대중제,,,,
499,인천,인천시,골프존카운티 송도 골프장,㈜골프존카운티,인천시 연수구 인천신항대로 1120,18,대중제,032-830-8888,https://www.golfzoncounty.com/golfclub/main?golfclubSeq=68,,
500,인천,인천시,드림파크골프장,수도권매립지관리공사,인천시 서구 거월로 61,36,대중제,032-560-1700,https://www.dreamparkcc.or.kr/,,
501,인천,인천시,베르힐CC 영종,KB부동산신탁㈜㈜세계한상드림아일랜드,인천시 중구 한상중앙로 66(중산동),36,대중제,032-257-8000,https://www.verthillccyj.com/,,
502,인천,인천시,베어즈베스트청라골프클럽,㈜블루아일랜드개발,인천시 서구 청라대로 316번길 45,27,대중제,032-560-2000,https://www.bearsbestcheongnagc.com/,,
503,인천,인천시,석모도컨트리클럽,해륜개발㈜,인천시 강화군 어류정길 177,18,대중제,,,,
504,인천,인천시,송도골프클럽,㈜송도골프,인천시 연수구 능허대로 236,8,대중제,032-833-0500,https://www.songdogolf.co.kr/,,
505,인천,인천시,오렌지듄스 영종골프클럽,㈜영종오렌지,인천시 중구 운서동 2850-43번지 일원,18,대중제,032-745-3000,https://www.orangedunesyj.com/,,
506,인천,인천시,인천국제컨트리클럽,㈜신태진,인천시 서구 도요지로 37,18,회원제,032-562-6666,https://www.incheoncc.com:1436/,,
507,인천,인천시,인천그랜드컨트리클럽,㈜동군,인천시 서구 원석로 195,18,대중제,032-584-3111,https://www.incheongrand.cc/,,
508,인천,인천시,잭 니클라우스 골프클럽 코리아,㈜ 포스코 O&M,인천시 연수구 아카데미로 209,18,회원제,032-850-8000,http://www.jacknicklausgolfclubkorea.com/,,
509,인천,인천시,클럽72(바다),㈜케이엠에이치 신라레저 ㈜파주컨트리클럽 옥산레저㈜,인천시 중구 공항동로 392,63,대중제,1599-0072,https://www.onetheclub.com/club72/main,,
510,인천,인천시,클럽72(하늘),㈜케이엠에이치 신라레저 ㈜파주컨트리클럽 옥산레저㈜,인천시 중구 공항동로135번길 267,18,대중제,1599-0072,https://www.onetheclub.com/club72/main,,
511,부산,강서구,하이스트컨트리클럽,㈜정상개발,부산광역시 강서구 과학산단1로 172,9,대중제,051-314-7000,https://www.highestcc.co.kr/,,
512,부산,강서구,해라컨트리클럽,㈜성우알앤디,부산광역시 강서구 과학산단로 306번길 77,9,대중제,051-973-7400,https://www.haeracc.co.kr/,,
513,부산,금정구,동래베네스트골프클럽,삼성물산㈜,부산광역시 금정구 하정로 66,18,회원제,051-580-0300,https://rnc.samsungcnt.com/business/golf/dongrae/index.html,,
514,부산,금정구,부산컨트리클럽,(사)부산컨트리클럽,부산광역시 금정구 중앙대로2327번길 11,18,회원제,051-509-0707,http://www.bscc.co.kr/,,
515,부산,기장군,기장동원로얄컨트리클럽,㈜남양종합개발,부산광역시 기장군 기장읍 반송로 1345-52,9,대중제,051-750-6000,https://www.dongwongolf.co.kr/,,
516,부산,기장군,베이사이드골프클럽,일광개발㈜,부산광역시 기장군 일광읍 이천8길 100,27,회원제,051-930-0000,https://www.bayside.co.kr/,,
517,부산,기장군,스톤게이트컨트리클럽,㈜오션디앤씨 일광개발,부산광역시 기장군 일광읍 곡천길 317,18,대중제,051-722-7000,https://www.stonegatecc.co.kr/,,
518,부산,기장군,아시아드컨트리클럽,삼성물산㈜,부산광역시 기장군 일광읍 차양길 26,27,회원제,051-720-6000,https://www.asiadcc.co.kr/,,
519,부산,기장군,해운대비치골프앤리조트,해운대비치골프앤리조트㈜,부산광역시 기장군 기장읍 대변로 74,18,회원제,051-726-0707,https://www.haeundaebeachcc.com/,,
520,부산,기장군,해운대컨트리클럽,경원개발㈜,부산광역시 기장군 정관면 병산2로 265,27,회원제,051-726-8000,https://haeundaecc.co.kr/,,
521,울산,북구,베이스타즈CC,새정스타즈,북구 미포산업로 800,18,대중제,052-280-8800,https://www.baystars.co.kr/,,
522,울산,울주군,더골프골프장,고암개발,울주군 서생면 용연길 206-52,18,대중제,052-240-0100,https://www.thegolfclub.co.kr/,,
523,울산,울주군,보라골프장,반도개발,울주군 삼동면 삼동로 404,27,회원제,052-255-1000,https://www.boracc.com/,,
524,울산,울주군,삼남골프장,삼남,울주군 삼남면 방기가천로 179,9,대중제,055-372-0050,http://goldgreen.co.kr/,,
